QKEY,INTERVIEW_START_W152,INTERVIEW_END_W152,DEVICE_TYPE_W152,SVYMODE_W152,LANG_W152,FORM_W152,AI_HEARD_W152,CNCEXC_W152,USEAI_W152,AICONTROL1_W152,AICONTROL2_W152,AICHANGE_W152,AIFUTRIMPCT_a_W152,AIFUTRIMPCT_b_W152,AIFUTRIMPCT_c_W152,AIFUTRIMPCT_d_W152,AIFUTRIMPCT_e_W152,AIFUTRIMPCT_f_W152,AIFUTRIMPCT_g_W152,AIFUTRIMPCT_h_W152,AIFUTRIMPCT_i_W152,AIFUTRIMPCT_j_W152,AIJOBS_W152,AIJOBIMPCT_a_W152,AIJOBIMPCT_b_W152,AIJOBIMPCT_c_W152,AIJOBIMPCT_d_W152,AIJOBIMPCT_e_W152,AIJOBIMPCT_f_W152,AIJOBIMPCT_g_W152,AIJOBIMPCT_h_W152,AIJOBIMPCT_i_W152,AIJOBIMPCT_j_W152,HUMANVAI_a_W152,HUMANVAI_b_W152,HUMANVAI_c_W152,HUMANVAI_d_W152,HUMANVAI_e_W152,HUMANVAI_f_W152,HUMANVAI_g_W152,HUMANVAI_h_W152,PERSBENHRM_W152,TRSTAIPRS_W152,AICONCERN_a_W152,AICONCERN_b_W152,AICONCERN_c_W152,AICONCERN_d_W152,AICONCERN_e_W152,AICONCERN_f_W152,AICONCERN_g_W152,FUTRAI_a_W152,FUTRAI_b_W152,FUTRAI_c_W152,FUTRAI_d_W152,DISCRIM1_a_W152,DISCRIM1_b_W152,DISCRIM1_c_W152,DISCRIM1_d_W152,DISCRIM1_e_W152,DISCRIM1_f_W152,AIREG_W152,REGCONFG_W152,REGCONFI_W152,CHATAWARE_W152,CHATUSE_W152,CHATHELPFUL_W152,DRIVE1_W152,DRIVE2_a_W152,DRIVE2_b_W152,DRIVE2_c_W152,DRIVE2_d_W152,DRIVE2_e_W152,DRIVE2_f_W152,DRIVE3_W152,DRIVER_W152,F_METRO,F_CREGION,F_CDIVISION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTENDPER,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W152
205459,13-Aug-2024 17:48:14,13-Aug-2024 17:55:04,4,1,9,1,3,99,5,5,3,6,6,6,6,6,6,,,,,,4,4,4,4,4,4,,,,,,4,4,4,4,4,4,4,4,3,3,5,5,5,5,5,5,5,6,6,6,6,5,5,5,5,5,5,3,6,6,3,,,3,1,1,1,1,1,1,3,2,1,3,6,2,4,2,3,2,99,,1,1,1,1,3,1,1,1,2,1,,1,1,1,1,2,1,2,1,0.8350648513665799
207436,13-Aug-2024 18:42:26,13-Aug-2024 18:49:41,1,1,9,2,2,2,5,4,2,4,,,,,,3,4,3,4,4,2,,,,,,2,2,2,2,2,2,2,2,2,2,2,3,2,1,3,2,3,2,2,2,3,3,6,3,6,6,5,5,5,5,5,5,2,4,3,3,,,5,1,1,1,2,1,2,2,1,1,1,1,2,4,2,2,3,2,,1,1,1,1,1,2,2,2,3,2,,2,4,1,9,4,2,2,2,0.9648171642328873
208237,13-Aug-2024 16:32:58,13-Aug-2024 16:38:14,1,1,9,2,2,3,5,4,3,2,,,,,,3,6,2,6,4,2,,,,,,2,2,2,2,1,2,1,3,1,1,2,2,3,3,2,3,3,2,2,2,3,2,3,6,3,4,5,5,5,5,5,5,2,3,4,2,2,,4,1,1,1,1,1,1,3,6,1,4,8,2,4,2,1,5,2,,1,1,1,1,5,2,2,2,4,3,2,2,4,1,3,4,5,2,2,1.2822819756156347
210306,14-Aug-2024 08:52:24,14-Aug-2024 08:59:49,3,1,9,1,2,3,3,5,2,4,3,2,5,4,5,,,,,,2,2,2,3,2,3,,,,,,3,1,2,2,3,2,3,99,1,2,2,2,1,2,4,2,3,3,4,3,3,2,5,5,5,2,2,2,2,3,3,,,4,2,1,2,2,1,2,3,1,1,2,3,2,4,1,2,3,2,,1,1,1,1,1,5,,4,5,2,,2,3,1,9,3,1,2,2,0.37021465499354517
212492,15-Aug-2024 19:14:06,15-Aug-2024 19:25:40,3,1,9,2,2,3,5,5,3,6,,,,,,2,3,3,2,3,4,,,,,,3,3,2,2,2,1,3,2,2,3,3,3,1,3,3,5,4,4,4,4,4,4,4,4,3,3,2,4,4,3,3,3,2,4,4,3,,,3,1,1,1,1,1,2,3,1,1,4,9,2,4,1,2,4,2,,1,1,1,1,3,12,,3,6,4,1,1,2,1,7,3,2,2,2,0.8249871400760842
213161,13-Aug-2024 20:21:24,13-Aug-2024 20:26:51,1,1,9,1,1,2,4,5,2,4,2,2,5,2,5,,,,,,2,2,2,2,2,2,,,,,,1,2,2,1,2,2,2,2,1,3,1,1,1,1,1,1,1,1,1,5,5,4,4,4,4,4,4,2,4,99,1,2,,1,2,1,1,1,2,2,4,2,2,3,5,3,4,2,1,6,2,,1,4,4,1,1,2,2,2,4,3,1,1,2,1,9,3,1,1,3,0.4766327879960724
213541,13-Aug-2024 15:28:50,13-Aug-2024 15:42:22,1,1,9,2,1,2,2,2,2,6,,,,,,3,6,3,6,6,2,,,,,,4,3,2,3,4,4,4,4,4,2,2,4,3,3,2,3,2,1,4,2,1,1,2,2,3,4,3,3,3,3,5,5,2,4,4,2,2,,3,2,3,3,3,2,3,4,2,2,3,5,3,3,2,3,2,2,,1,1,1,1,1,1,2,1,4,1,,1,1,1,8,2,1,2,2,0.8890781118791851
215767,13-Aug-2024 15:14:28,13-Aug-2024 15:20:28,3,1,9,1,3,3,5,5,3,6,6,6,6,6,6,,,,,,4,2,2,2,2,2,,,,,,4,4,4,4,4,1,2,4,3,2,1,1,1,1,1,1,1,6,6,6,6,5,5,5,5,5,5,2,5,5,3,,,5,1,1,2,3,1,3,3,1,1,4,9,1,2,2,2,4,2,,1,1,1,1,1,12,,3,6,4,99,9,9,3,8,3,2,1,2,1.10113945055141
224561,13-Aug-2024 17:40:20,13-Aug-2024 17:53:20,3,2,9,2,3,3,5,2,1,3,,,,,,6,5,4,4,5,2,,,,,,2,2,3,3,3,3,3,2,3,2,2,2,2,3,2,2,1,1,1,1,4,1,2,5,5,3,5,5,5,5,3,3,1,4,4,3,,,5,1,1,1,3,1,1,5,5,1,2,3,1,4,2,2,4,2,,1,2,2,1,1,1,2,1,5,2,,2,3,1,1,1,6,2,1,1.0666182193480283
230587,15-Aug-2024 16:40:50,15-Aug-2024 16:46:46,1,1,9,1,3,2,5,5,3,4,4,3,4,4,4,,,,,,2,2,2,2,2,2,,,,,,2,2,2,2,2,2,2,2,1,2,1,2,1,1,2,1,1,1,3,5,6,5,5,5,5,1,5,2,4,6,3,,,4,1,1,2,1,2,2,3,1,1,3,5,3,3,1,3,2,2,,1,1,1,1,1,1,1,1,5,1,,1,1,3,1,2,1,2,1,1.6196317395340187
232685,14-Aug-2024 09:45:01,14-Aug-2024 09:46:12,1,1,9,1,2,3,2,2,1,2,2,1,2,2,2,,,,,,2,4,4,2,2,4,,,,,,4,1,4,4,4,4,4,4,3,2,2,2,2,2,2,5,2,6,6,6,6,5,5,5,5,2,1,1,6,6,3,,,6,1,1,1,1,1,1,3,2,1,1,2,1,3,1,2,3,2,,99,2,2,99,5,1,1,1,1,2,,2,3,1,99,2,2,2,99,1.957331802869439
236140,15-Aug-2024 19:57:22,15-Aug-2024 20:01:54,1,1,9,1,2,3,4,3,3,2,3,3,6,3,6,,,,,,2,4,4,2,4,4,,,,,,2,4,2,4,3,4,3,2,3,2,2,2,2,3,2,2,2,4,4,5,4,5,5,5,5,5,5,3,6,3,3,,,3,1,2,1,2,1,2,4,1,1,4,8,3,2,2,1,6,2,,1,1,1,1,4,1,2,1,2,2,,2,4,3,9,4,1,1,2,0.6464132844757573
236265,13-Aug-2024 20:37:35,13-Aug-2024 20:48:00,1,1,9,2,2,2,5,5,2,6,,,,,,6,6,6,6,6,4,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,2,3,2,2,3,2,3,6,6,6,5,5,5,5,5,5,2,5,4,3,,,4,1,1,2,2,2,1,3,1,1,1,2,2,4,2,1,6,2,,1,1,1,1,1,2,2,2,5,2,,2,4,1,7,4,3,2,2,1.3238729474072295
239268,13-Aug-2024 14:59:58,13-Aug-2024 15:06:38,1,1,9,1,1,2,2,5,2,5,6,6,6,6,6,,,,,,2,4,2,2,2,4,,,,,,4,4,2,4,4,2,2,2,1,2,5,1,1,2,2,3,2,1,6,5,4,5,5,5,5,4,4,2,5,5,1,2,,3,3,3,3,3,3,3,5,2,2,3,6,3,3,2,2,3,2,,1,1,1,1,1,1,1,1,2,4,1,1,2,1,1,3,2,2,1,1.1828244392534297
244539,16-Aug-2024 11:50:29,16-Aug-2024 11:58:01,3,1,9,1,2,2,5,4,2,6,5,5,5,5,5,,,,,,2,1,2,2,2,2,,,,,,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,6,1,5,5,4,4,4,4,4,4,2,5,5,3,,,4,1,2,2,1,1,1,4,2,1,4,8,2,4,2,3,2,2,,4,1,1,4,1,2,2,2,2,3,1,1,1,1,4,1,5,2,2,3.6030814995201785
245863,14-Aug-2024 09:24:28,14-Aug-2024 09:32:22,3,1,9,1,1,2,5,5,2,6,5,5,5,5,5,,,,,,4,2,2,3,2,2,,,,,,3,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,5,2,4,5,4,2,2,2,4,4,2,5,5,3,,,5,2,1,1,1,1,1,2,2,2,3,5,3,4,2,2,3,2,,1,1,1,1,5,1,2,1,5,1,,1,1,1,2,2,2,2,1,0.932269300972329
247321,16-Aug-2024 13:19:59,16-Aug-2024 13:26:12,1,1,9,1,2,2,5,2,3,5,3,5,5,6,6,,,,,,2,2,2,2,3,3,,,,,,4,1,2,3,3,2,2,1,3,2,3,1,3,2,5,2,3,4,3,3,4,5,5,5,5,5,5,3,4,4,2,2,,4,1,1,1,1,1,2,3,1,1,3,5,2,4,2,2,3,2,,1,1,1,1,1,5,,4,2,3,1,1,1,1,3,1,2,2,2,0.6728721190163715
247860,13-Aug-2024 14:39:49,13-Aug-2024 14:51:17,3,1,9,2,1,1,5,2,1,2,,,,,,2,2,2,2,2,2,,,,,,4,99,4,4,4,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,4,4,3,4,3,3,99,3,3,2,3,4,2,2,,3,3,3,2,2,3,2,4,5,1,4,9,2,4,1,2,3,2,,1,1,1,1,1,1,1,1,5,1,,1,1,1,4,2,2,2,1,0.821153669608415
274825,13-Aug-2024 16:48:15,13-Aug-2024 16:53:17,3,1,9,2,1,2,2,4,2,3,,,,,,4,3,2,6,4,3,,,,,,3,2,2,2,3,4,2,2,2,4,2,3,2,3,2,3,3,3,1,2,3,4,3,3,2,4,2,5,5,5,2,2,2,4,4,2,2,,4,3,2,3,3,2,2,3,2,1,4,8,2,2,1,1,6,2,,1,1,1,1,6,9,,3,6,2,,2,3,1,9,3,1,1,3,0.6791495825157908
276645,15-Aug-2024 13:32:53,15-Aug-2024 13:40:32,1,1,9,1,3,2,5,3,3,2,2,1,2,2,1,,,,,,2,1,1,2,2,1,,,,,,1,1,3,1,1,4,1,1,1,2,1,1,4,1,5,1,1,1,1,4,4,1,3,3,3,1,1,1,5,5,3,,,5,1,1,1,1,1,1,1,1,1,3,7,2,2,2,3,2,1,1,1,1,3,1,2,12,,3,2,3,2,2,3,1,1,2,1,2,1,0.9383884727218575
278114,14-Aug-2024 13:55:06,14-Aug-2024 14:01:32,1,1,9,1,2,2,5,3,2,4,4,5,5,4,4,,,,,,2,3,2,2,2,3,,,,,,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,4,2,4,5,5,5,5,5,5,5,2,4,4,3,,,3,2,3,2,3,2,3,5,1,1,2,3,2,2,2,1,5,2,,1,1,1,1,1,1,1,1,4,1,,1,1,1,5,1,2,1,1,0.8800901913094912
280165,13-Aug-2024 19:24:03,13-Aug-2024 19:31:23,1,1,9,2,2,2,5,4,3,5,,,,,,5,5,5,5,5,2,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,5,5,4,4,4,4,4,4,2,5,5,2,2,,5,2,2,2,1,1,2,3,1,1,2,4,2,4,1,2,3,2,,1,1,1,1,1,2,2,2,5,3,1,1,1,1,9,1,2,2,3,0.8309516712648134
281372,13-Aug-2024 16:15:40,13-Aug-2024 16:22:23,3,1,9,1,2,3,2,4,2,3,6,6,6,6,6,,,,,,2,3,4,2,2,3,,,,,,99,4,2,4,4,4,2,4,3,2,99,99,99,99,99,99,99,99,99,99,99,5,5,5,5,5,5,99,4,3,2,2,,5,1,1,2,2,1,1,4,2,1,2,4,2,4,2,2,3,2,,1,1,1,1,1,1,1,1,2,1,,1,1,1,4,1,2,1,2,0.655026212794673
283898,12-Aug-2024 16:03:30,12-Aug-2024 16:12:29,1,1,9,1,2,2,5,3,2,3,2,2,3,4,2,,,,,,2,1,2,2,2,3,,,,,,1,1,2,2,2,2,2,2,1,2,3,1,1,3,2,2,2,2,2,4,3,2,2,2,2,2,2,2,4,3,2,1,3,3,2,2,1,2,1,2,3,2,1,4,9,2,3,1,2,3,1,8,1,5,3,1,1,12,,3,5,1,,1,2,1,9,3,2,1,3,0.45266982661053046
283988,13-Aug-2024 20:57:33,13-Aug-2024 21:05:54,4,1,9,2,2,1,4,2,3,2,,,,,,3,6,2,6,6,4,,,,,,3,2,4,3,3,3,3,2,4,1,4,2,1,2,3,1,1,1,1,2,4,4,4,4,2,5,5,5,5,5,5,5,3,4,3,2,1,3,4,1,2,2,2,1,2,4,3,1,1,2,2,3,1,1,6,2,,1,1,1,1,6,1,1,1,1,1,,1,1,1,9,1,1,1,2,0.8580052826479532
285723,14-Aug-2024 18:10:47,14-Aug-2024 18:28:03,3,2,9,1,1,3,5,5,3,3,2,4,4,3,4,,,,,,4,2,2,2,2,4,,,,,,4,3,4,1,4,4,4,3,3,2,2,2,2,2,2,2,3,2,3,4,6,4,4,4,4,2,3,2,4,3,3,,,3,1,2,2,99,1,2,4,2,2,2,3,3,4,2,2,3,2,,1,1,1,1,5,1,2,1,2,1,,1,1,1,2,2,99,2,1,1.051887334783566
286551,13-Aug-2024 20:08:55,13-Aug-2024 20:18:53,3,1,9,2,1,2,2,4,2,3,,,,,,4,4,4,3,4,2,,,,,,3,2,3,2,3,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,1,2,2,3,4,4,5,99,5,5,5,5,2,4,3,2,2,,3,1,1,2,2,1,2,4,2,1,4,8,2,4,2,2,3,2,,1,1,1,1,5,1,2,1,2,1,,1,2,1,5,3,2,1,2,0.8378776969546844
289390,13-Aug-2024 20:52:40,13-Aug-2024 20:59:07,3,1,9,1,2,2,4,4,2,6,6,6,6,6,6,,,,,,2,4,2,2,2,4,,,,,,4,4,4,4,4,4,4,4,3,3,1,1,1,1,1,1,1,1,1,6,6,5,5,5,5,5,5,3,6,6,3,,,5,1,1,1,1,1,1,4,6,1,1,2,1,3,1,2,4,2,,4,1,1,4,6,5,,4,3,2,,2,3,1,1,3,1,2,1,0.5530819976272957
289477,13-Aug-2024 19:32:35,13-Aug-2024 19:37:56,1,1,9,1,2,2,5,4,3,6,6,6,6,6,6,,,,,,4,4,4,4,4,4,,,,,,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,6,6,99,6,5,5,5,5,5,5,3,6,6,3,,,3,2,2,2,2,1,2,4,2,1,2,4,3,3,2,1,5,2,,1,5,4,1,1,1,1,1,2,1,,1,1,1,99,1,2,2,99,1.1517616957387724
291468,18-Aug-2024 20:09:37,18-Aug-2024 20:23:49,3,1,9,2,2,3,4,3,1,3,,,,,,6,4,2,3,3,2,,,,,,1,2,3,4,4,3,3,2,4,4,2,1,2,3,99,3,3,3,2,2,2,2,6,6,3,6,5,5,5,5,5,5,2,4,2,3,,,3,1,3,3,2,2,2,5,1,1,2,3,2,4,1,1,5,2,,1,1,1,1,1,1,2,1,2,4,1,1,1,1,9,2,4,2,3,1.2241181281438014
292740,13-Aug-2024 15:01:29,13-Aug-2024 15:13:13,1,1,9,2,2,3,3,4,2,3,,,,,,2,4,3,6,5,2,,,,,,2,2,3,3,3,1,1,2,2,3,3,2,2,3,2,2,2,2,3,1,2,3,4,3,4,4,2,1,2,2,2,2,2,4,4,3,,,3,1,2,2,2,2,2,4,2,2,4,8,3,4,1,3,2,2,,1,1,1,1,1,1,1,1,4,1,,1,1,1,5,1,2,2,2,0.9275225088291563
292849,13-Aug-2024 15:01:03,13-Aug-2024 15:08:51,1,1,9,2,1,3,4,4,2,3,,,,,,4,3,2,2,4,4,,,,,,3,2,2,2,3,1,2,4,2,4,4,4,4,3,2,2,1,2,1,3,4,3,4,6,3,6,5,5,5,5,5,5,2,4,4,1,2,,4,1,2,1,2,1,2,3,2,1,4,8,2,3,1,2,3,2,,1,1,1,1,3,9,,3,6,3,2,2,3,1,1,3,2,2,1,1.1326667001299369
295064,13-Aug-2024 15:05:35,13-Aug-2024 15:12:27,1,1,9,2,2,2,5,3,2,5,,,,,,4,5,5,4,5,2,,,,,,2,2,2,3,1,4,2,2,2,2,4,4,4,1,2,2,1,1,2,1,1,1,3,2,4,5,5,5,5,5,5,5,3,5,5,2,2,,4,2,2,2,1,1,2,3,2,1,1,2,3,3,1,2,4,2,,1,1,1,1,1,1,,1,5,4,99,9,9,1,9,99,2,1,2,1.1029615868622664
296850,13-Aug-2024 19:08:12,13-Aug-2024 19:42:15,3,1,9,1,1,2,5,4,2,6,2,2,2,2,2,,,,,,2,2,3,2,2,2,,,,,,1,3,4,4,4,4,4,2,3,2,2,1,1,2,2,3,3,2,3,3,4,2,3,3,3,2,3,2,4,4,2,2,,3,1,2,1,2,1,1,4,2,1,3,5,2,4,1,1,6,2,,1,1,1,1,5,11,,4,6,2,,2,4,1,9,4,2,2,3,1.0538769517905628
300234,17-Aug-2024 13:16:30,17-Aug-2024 13:21:49,1,1,9,2,3,3,5,5,2,6,,,,,,6,6,6,6,6,4,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,1,1,1,1,1,1,1,6,6,6,6,5,5,5,5,5,5,2,5,4,3,,,4,2,2,2,3,2,2,4,1,1,3,6,3,4,2,2,4,2,,1,1,1,1,1,1,2,1,4,1,,1,1,1,4,1,1,2,2,0.7159580592663506
302389,12-Aug-2024 20:44:40,12-Aug-2024 20:51:58,3,1,9,1,2,2,5,4,2,2,3,4,6,6,4,,,,,,2,4,4,2,2,2,,,,,,4,4,99,2,4,2,2,2,1,3,2,2,2,2,3,2,1,99,2,4,6,2,2,2,2,5,5,2,4,3,3,,,4,1,1,2,1,1,1,4,2,1,2,3,99,4,2,3,2,2,,1,1,1,1,5,1,1,1,4,1,,1,1,1,1,1,2,2,1,1.0427184317692308
302693,13-Aug-2024 17:54:42,13-Aug-2024 18:03:50,3,1,9,2,2,2,5,5,2,5,,,,,,4,4,4,6,5,2,,,,,,2,3,3,2,3,4,1,2,2,1,2,3,1,1,3,3,1,2,2,3,2,2,4,3,5,5,5,5,5,5,5,5,2,4,4,3,,,5,1,1,1,2,1,1,3,5,1,2,4,2,4,2,2,3,2,,1,1,1,1,1,10,,3,6,2,,2,4,1,9,4,2,2,3,0.8084172510672603
302919,14-Aug-2024 18:14:48,14-Aug-2024 18:31:24,1,1,9,1,2,3,5,5,3,6,6,6,5,6,5,,,,,,4,3,4,2,2,4,,,,,,3,4,4,3,3,4,2,2,3,2,1,1,1,1,1,1,1,6,6,6,5,5,5,5,5,5,5,2,6,2,3,,,2,2,2,1,1,2,2,3,2,2,3,5,3,4,2,2,3,2,,1,1,1,1,1,2,2,2,2,3,1,1,2,1,99,3,6,2,99,1.4982357172695533
303072,13-Aug-2024 14:42:10,13-Aug-2024 14:56:25,3,1,9,1,2,3,5,5,3,6,6,6,6,6,6,,,,,,4,4,4,4,4,3,,,,,,4,2,4,2,2,4,2,4,3,2,3,3,3,3,4,4,4,5,4,6,4,5,5,5,5,5,5,3,6,6,2,2,,3,2,2,3,99,2,3,4,2,1,4,9,3,4,1,3,1,2,,1,1,1,1,6,1,1,1,1,4,1,1,9,3,99,99,2,2,99,1.0694761582046026
303646,16-Aug-2024 00:53:32,16-Aug-2024 01:09:01,1,1,9,1,2,3,2,4,3,1,1,2,6,6,2,,,,,,4,3,4,4,4,3,,,,,,1,4,4,4,4,4,4,2,3,3,3,3,3,3,3,3,3,3,4,3,4,5,5,5,5,5,5,2,3,99,2,2,,2,2,2,2,2,2,2,4,2,1,4,8,2,4,2,1,6,2,,1,1,1,1,1,1,2,1,6,3,2,2,3,1,9,3,2,2,3,0.9858335656798561
305771,13-Aug-2024 16:07:23,13-Aug-2024 16:17:30,1,1,9,1,1,2,5,4,2,5,4,5,5,4,5,,,,,,2,3,2,2,2,2,,,,,,3,2,2,2,2,2,2,2,1,2,1,1,1,2,1,2,1,1,1,5,5,3,4,3,3,4,4,2,5,4,2,2,,3,3,3,2,2,3,3,4,2,2,4,9,3,4,1,3,1,2,,1,1,1,1,1,11,,4,4,1,,1,1,1,2,2,3,1,1,1.2165851967638446
306597,13-Aug-2024 19:23:56,13-Aug-2024 19:29:22,3,1,9,2,2,1,5,5,2,1,,,,,,1,3,2,1,3,3,,,,,,2,3,3,3,2,1,3,4,4,1,3,4,1,2,3,3,1,1,1,1,3,3,1,4,1,6,5,5,5,5,5,5,2,4,4,3,,,4,1,1,1,2,1,1,1,1,1,3,6,2,3,1,3,2,2,,1,1,1,1,6,1,1,1,2,3,2,2,3,1,2,3,2,1,1,0.740426909648253
307284,13-Aug-2024 21:48:28,13-Aug-2024 21:57:43,3,1,9,1,1,2,3,4,2,5,2,5,5,5,4,,,,,,2,3,1,2,2,3,,,,,,3,2,2,3,2,2,3,3,1,2,1,1,1,2,1,2,3,4,3,4,4,3,2,2,3,3,3,2,4,3,2,2,,3,3,3,1,1,2,3,5,1,2,4,8,3,4,2,1,5,2,,1,1,1,1,5,1,2,1,6,3,1,1,1,1,6,2,2,2,2,1.328228304920014
307317,13-Aug-2024 22:00:25,13-Aug-2024 22:05:51,1,1,9,1,2,3,4,5,2,3,2,3,4,3,3,,,,,,3,2,1,2,3,2,,,,,,3,2,2,2,2,2,1,2,3,3,2,2,3,2,2,1,4,4,2,3,3,2,3,3,3,2,3,2,3,5,2,2,,3,2,1,2,2,1,2,4,2,1,3,5,2,3,1,1,6,2,,1,1,1,1,1,5,,4,4,2,,2,4,1,9,4,1,1,3,0.3700632422388023
307718,13-Aug-2024 15:09:13,13-Aug-2024 15:14:14,3,1,9,2,1,1,2,3,1,1,,,,,,3,4,2,2,2,2,,,,,,2,2,2,3,3,1,1,1,4,1,1,1,1,2,3,2,3,4,3,4,3,3,3,6,3,6,5,5,5,5,5,5,1,3,3,1,1,3,4,2,3,2,1,1,1,4,2,1,3,5,1,3,1,1,6,2,,1,3,5,1,6,12,,3,4,4,1,1,1,3,1,2,2,2,1,0.31125524474137845
308926,13-Aug-2024 15:26:09,13-Aug-2024 15:34:09,3,1,9,1,1,3,3,5,2,6,2,6,5,4,3,,,,,,2,4,3,2,2,4,,,,,,4,2,2,4,1,2,1,4,3,3,3,2,1,2,2,2,2,2,3,4,6,5,3,3,5,3,3,2,5,5,1,2,,5,1,1,1,3,1,1,3,2,1,3,5,2,3,1,1,5,2,,1,99,99,1,1,1,1,1,5,4,1,1,2,1,99,3,2,2,99,1.0731100952115615
309053,17-Aug-2024 14:43:48,17-Aug-2024 14:50:13,1,1,9,1,2,2,3,4,3,4,2,4,6,4,3,,,,,,2,4,2,2,2,3,,,,,,1,1,4,3,4,2,3,2,3,2,2,2,1,3,3,3,1,2,3,4,4,2,3,3,2,2,3,2,4,4,2,2,,3,2,3,1,3,1,2,3,1,1,4,8,2,1,1,1,5,2,,1,1,1,1,2,1,1,1,5,3,1,1,2,2,7,3,1,2,2,2.2357164338670334
310985,14-Aug-2024 05:50:34,14-Aug-2024 06:08:41,1,1,9,1,99,3,2,3,2,2,2,2,3,3,2,,,,,,2,3,2,2,2,2,,,,,,1,3,3,1,1,3,4,1,3,3,4,3,2,2,3,3,5,2,3,2,3,3,2,2,2,3,2,3,2,3,3,,,3,2,2,2,2,1,2,3,6,1,1,1,2,4,2,1,5,2,,1,1,1,1,3,2,2,2,6,3,2,2,3,1,3,3,2,2,1,0.9627150217047181
314113,13-Aug-2024 20:50:21,13-Aug-2024 21:06:28,3,2,9,2,3,3,5,4,3,6,,,,,,6,2,6,6,6,4,,,,,,4,4,4,3,4,2,4,4,4,4,2,4,3,3,3,4,1,1,1,4,4,1,6,2,6,5,2,5,2,5,5,5,2,4,6,3,,,5,1,1,1,1,1,2,3,1,1,3,7,3,4,2,3,2,2,,1,1,1,1,5,1,2,1,4,3,2,2,4,1,5,4,6,2,2,1.7507358776187967
314294,14-Aug-2024 10:26:48,14-Aug-2024 10:30:51,1,1,9,2,2,3,5,3,3,6,,,,,,6,6,6,6,6,4,,,,,,4,4,4,4,4,3,4,4,3,4,4,4,3,3,2,4,4,3,4,4,4,4,3,6,6,4,5,5,5,5,5,5,3,6,6,2,2,,3,1,1,1,1,1,1,2,2,1,3,5,2,4,2,1,5,2,,1,1,1,1,1,12,,3,6,3,2,2,3,1,9,3,2,2,3,0.8688669322891893
314546,13-Aug-2024 15:01:53,13-Aug-2024 15:08:49,1,1,9,1,1,3,2,3,2,3,2,3,4,2,2,,,,,,2,2,2,2,2,2,,,,,,1,2,1,2,2,2,1,2,1,2,2,2,2,3,3,2,3,1,3,2,4,2,2,2,2,2,2,2,4,4,1,1,3,4,1,2,2,2,2,3,2,1,1,3,5,3,3,1,1,6,2,,1,1,1,1,1,1,1,1,5,3,1,1,2,1,8,3,2,2,2,1.3276690124926238
315155,15-Aug-2024 12:00:56,15-Aug-2024 12:03:25,1,1,9,1,1,3,2,4,1,2,2,3,6,2,3,,,,,,3,1,1,4,4,1,,,,,,4,1,3,2,1,4,4,1,2,2,4,3,3,3,1,2,4,6,4,2,3,2,5,5,2,2,2,1,4,4,2,2,,3,1,1,1,2,1,2,4,1,1,2,3,2,4,2,1,5,2,,1,1,1,1,1,1,2,1,5,3,1,1,2,1,8,3,1,1,2,0.5778230384212449
317737,13-Aug-2024 14:15:12,13-Aug-2024 14:24:07,3,1,9,1,1,2,2,4,2,4,3,6,4,6,6,,,,,,2,2,4,2,2,3,,,,,,4,2,2,2,2,2,3,3,1,2,1,1,1,1,3,3,3,2,3,6,5,2,3,3,2,2,5,2,4,5,2,2,,5,1,1,2,2,1,1,3,2,2,4,8,3,4,2,2,3,2,,1,1,1,1,5,1,1,1,3,3,1,1,1,1,99,2,2,2,99,1.312793702583704
318542,13-Aug-2024 15:30:34,13-Aug-2024 15:40:05,1,1,9,2,1,2,4,5,2,4,,,,,,4,4,5,6,5,2,,,,,,2,2,2,2,4,2,3,2,2,4,2,3,2,1,2,2,1,1,1,3,2,1,2,1,5,5,4,3,2,2,4,3,3,5,4,3,,,3,2,2,3,3,2,3,4,1,1,1,2,2,4,1,1,6,2,,1,1,1,1,2,2,2,2,5,1,,1,1,1,9,2,2,2,3,0.9370715343786303
